time_s,port_radius_m,port_diameter_mm,oxidizer_flux_kg_m2_s,regression_rate_mm_s,fuel_mass_flow_kg_s,oxidizer_mass_flow_kg_s,total_mass_flow_kg_s,of_ratio,temperature_k,cstar_m_per_s,isp_ideal_1atm_s,thrust_n
4.65,0.02395773729134889,47.915474582697776,138.64318901399628,1.4896187643559322,0.04036205837488494,0.25,0.29036205837488493,6.1939358413782255,3348.5843602167483,1618.0297149274277,230.02570383434258,654.9933794758351
4.7,0.024032218229566686,48.064436459133375,137.78515143797264,1.4838962561298465,0.040332001216051315,0.25,0.2903320012160513,6.198551831355819,3348.918983478513,1617.9603601745612,230.0165839687042,654.899611152493
4.75,0.024106413042373178,48.212826084746354,136.93830529851235,1.4782350936655904,0.04030217415107569,0.25,0.2903021741510757,6.2031392912664325,3349.2515385329984,1617.8914340828821,230.00752047025438,654.8065276771092
4.800000000000001,0.02418032479705646,48.360649594112914,136.10242889089983,1.4726342026406907,0.04027257384760112,0.25,0.29027257384760113,6.207698592745682,3349.582052320888,1617.8229310686052,229.99851260474827,654.7141193325841
4.8500000000000005,0.024253956507188493,48.50791301437699,135.27730638328248,1.4670925347500103,0.04024319704399265,0.25,0.29024319704399265,6.21223010007648,3349.9105512498513,1617.7548456584188,229.98955965246785,654.6223766054526
4.9,0.024327311133925993,48.654622267851984,134.46272762238604,1.4616090669035033,0.04021404054736583,0.25,0.2902140405473658,6.216734170383581,3350.2370612086456,1617.6871724865623,229.98066090783755,654.5312901802594
4.95,0.024400391587271166,48.80078317454233,133.6584879469217,1.4561828004539512,0.04018510123168326,0.25,0.2901851012316833,6.22121115382165,3350.5616075807534,1617.619906291999,229.9718156790527,654.4408509341254
5.0,0.024473200727293865,48.94640145458773,132.86438800833034,1.450812760453358,0.040156376035916125,0.25,0.29015637603591615,6.225661393757205,3350.884215257568,1617.5530419156844,229.96302328771998,654.3510499314978
5.050000000000001,0.024545741365316533,49.09148273063307,132.08023359852885,1.445497994936763,0.04012786196226837,0.25,0.29012786196226836,6.230085226944592,3351.2049086511524,1617.4865742979202,229.9542830685099,654.2618784190803
5.1000000000000005,0.02461801626506337,49.23603253012674,131.3058354843407,1.4402375742322864,0.040099556074460654,0.25,0.29009955607446064,6.234482983696286,3351.5237117065844,1617.4204984757973,229.94559436882025,654.17332782093
5.15,0.024690028143774984,49.38005628754997,130.5410092483091,1.435030590296274,0.04007145549607194,0.25,0.29007145549607194,6.238854988047704,3351.840647913903,1617.3548095807184,229.9369565484504,654.0853897337194
5.2,0.024761779673289797,49.523559346579596,129.78557513560688,1.429876156072479,0.04004355740893634,0.25,0.29004355740893634,6.243201557916747,3352.155740319677,1617.289502836001,229.9283689792863,653.9980559221549
5.25,0.02483327348109342,49.66654696218684,129.03935790677147,1.424773404874256,0.040015859051592995,0.25,0.290015859051593,6.247523005258279,3352.4690115381995,1617.224573554557,229.91983104499494,653.9113183145457
5.300000000000001,0.024904512151337134,49.80902430267427,128.30218669600785,1.4197214897888004,0.03998835771778695,0.25,0.28998835771778697,6.251819636213747,3352.7436176722554,1617.1558063742195,229.910695394465,653.8233297722252
5.3500000000000005,0.024975498225826575,49.95099645165315,127.57389487481385,1.4147195831025088,0.03996105075501898,0.25,0.289961050755019,6.2560917512560845,3352.966759021851,1617.0817323393999,229.90073650524465,653.7334434620428
